arm,kind,target,family,init,seed,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,diverged,wall_seconds,target_samples,kernel_pairs,sort_work,projection_dot_products,persistent_scalars,peak_working_scalars,retained_items,retained_weight,reconstruction_sweeps,training_projection_rmse,target_table_rmse,bridge_fraction,reference_bridge_fraction,excess_bridge_fraction,minority_particle_mass,minority_recovered,split_target_table_rmse
reservoir-R2048,reservoir,PS2-moons,moons,far,0,0.003650295148328153,0.040908812063593133,0.05225022616966294,nan,nan,0,0.028262100007850677,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.02135115623067565,0.01770844457096025,nan,nan,nan,nan,0,0.019395000529782748
kll-style-k64,kll-style,PS2-moons,moons,far,0,0.004719793365858038,0.04831858097656597,0.06165223146951106,nan,nan,0,0.19261939998250455,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.025756451689976333,0.015621378784376172,nan,nan,nan,nan,0,0.019395000529782748
kll-style-k128,kll-style,PS2-moons,moons,far,0,0.0050149412064814936,0.04985019925588764,0.06384855127088374,nan,nan,0,0.18277549999766052,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.024741269277045386,0.010179705089519354,nan,nan,nan,nan,0,0.019395000529782748
exact-pooled-ceiling,exact-pooled,PS2-moons,moons,far,0,0.004873014895880212,0.04958112776441597,0.06328968110341439,nan,nan,0,0.026689000020269305,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.02084343496436241,0.0,nan,nan,nan,nan,0,0.019395000529782748
paper-tau1,paper,PS2-moons,moons,far,1,0.011824850167663659,0.07828590750517926,0.10404890314841723,nan,nan,0,0.07606290001422167,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.012558282547430103
historical-online-psqt,historical,PS2-moons,moons,far,1,0.003479392080999233,0.04725472578862221,0.06319115561271117,nan,nan,0,0.10579659999348223,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.02008448705675308,0.033114489436546844,nan,nan,nan,nan,0,0.012558282547430103
batch-mean-table,batch-mean,PS2-moons,moons,far,1,0.0036710167896365498,0.048461050522533966,0.06458280196869383,nan,nan,0,0.056550800014520064,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.023051535282702103,0.033114489436546844,nan,nan,nan,nan,0,0.012558282547430103
batch-median-table,batch-median,PS2-moons,moons,far,1,0.0024245370711559744,0.039794955836608595,0.05491285749085142,nan,nan,0,0.06407459999900311,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.02231388395412641,0.020625113872359147,nan,nan,nan,nan,0,0.012558282547430103
reservoir-R512,reservoir,PS2-moons,moons,far,1,0.008313561240517409,0.06665091515828994,0.08615181617231069,nan,nan,0,0.02763070000219159,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.024525622828422414,0.06038050096128568,nan,nan,nan,nan,0,0.012558282547430103
reservoir-R1024,reservoir,PS2-moons,moons,far,1,0.0050432665877275795,0.052405306465115924,0.06973968236415841,nan,nan,0,0.028796200000215322,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.02397199161892407,0.03580901123046374,nan,nan,nan,nan,0,0.012558282547430103
reservoir-R2048,reservoir,PS2-moons,moons,far,1,0.0019036137318897417,0.032113435100802216,0.04472032901378673,nan,nan,0,0.030379700008779764,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.02201490617608352,0.015303829644759044,nan,nan,nan,nan,0,0.012558282547430103
kll-style-k64,kll-style,PS2-moons,moons,far,1,0.0016777224135533508,0.02929977839081272,0.03955685414315806,nan,nan,0,0.19494039998971857,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.0286655114931893,0.018327056228570594,nan,nan,nan,nan,0,0.012558282547430103
kll-style-k128,kll-style,PS2-moons,moons,far,1,0.001892945423437764,0.030872028688386427,0.0418385834252414,nan,nan,0,0.19589229999110103,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.025743980467084687,0.010252115587491598,nan,nan,nan,nan,0,0.012558282547430103
exact-pooled-ceiling,exact-pooled,PS2-moons,moons,far,1,0.0019151513847475155,0.03144179606347413,0.04234270189441514,nan,nan,0,0.02662609997787513,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.02401188403360001,0.0,nan,nan,nan,nan,0,0.012558282547430103
paper-tau1,paper,PS2-moons,moons,far,2,0.009683069103560316,0.06765144396864209,0.09832423907478988,nan,nan,0,0.08272700000088662,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.01025495800092145
historical-online-psqt,historical,PS2-moons,moons,far,2,0.0021003934180376937,0.03393799474359563,0.04308578235186546,nan,nan,0,0.10353149997536093,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.020098836886888325,0.032290473398507144,nan,nan,nan,nan,0,0.01025495800092145
batch-mean-table,batch-mean,PS2-moons,moons,far,2,0.002162816117965871,0.03444037009052846,0.04397678872854122,nan,nan,0,0.057021600019652396,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.022642945608258903,0.03229047339850714,nan,nan,nan,nan,0,0.01025495800092145
batch-median-table,batch-median,PS2-moons,moons,far,2,0.0013988605304380286,0.026386839486931594,0.033532835104934273,nan,nan,0,0.06460079998942092,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.019860110291220236,0.02118809934673227,nan,nan,nan,nan,0,0.01025495800092145
reservoir-R512,reservoir,PS2-moons,moons,far,2,0.004723808574980115,0.04415915847880445,0.05873685903211329,nan,nan,0,0.028305199986789376,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.02135355014275962,0.041436836759369614,nan,nan,nan,nan,0,0.01025495800092145
reservoir-R1024,reservoir,PS2-moons,moons,far,2,0.0024561233586897213,0.03025090848304346,0.04076130562862571,nan,nan,0,0.027635999984340742,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.021693351946291604,0.03182624222986592,nan,nan,nan,nan,0,0.01025495800092145
reservoir-R2048,reservoir,PS2-moons,moons,far,2,0.002346649347143348,0.02913612379440982,0.038637002426537545,nan,nan,0,0.028158900007838383,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.021338944500342977,0.029989675784874197,nan,nan,nan,nan,0,0.01025495800092145
kll-style-k64,kll-style,PS2-moons,moons,far,2,0.0017186291736570602,0.025559109099598774,0.03333330661655483,nan,nan,0,0.19357989999116398,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.025913834732354205,0.017677610248438117,nan,nan,nan,nan,0,0.01025495800092145
kll-style-k128,kll-style,PS2-moons,moons,far,2,0.0015125576957237818,0.02314358689885268,0.029720736924282683,nan,nan,0,0.18187980001675896,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.023616745488725197,0.011616683439684201,nan,nan,nan,nan,0,0.01025495800092145
exact-pooled-ceiling,exact-pooled,PS2-moons,moons,far,2,0.0015251725232707791,0.023361046749504753,0.030055034100655353,nan,nan,0,0.027095999976154417,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.021175676237832012,0.0,nan,nan,nan,nan,0,0.01025495800092145
paper-tau1,paper,PS2-moons,moons,far,3,0.010337792590711548,0.07029839523573918,0.09899798615583433,nan,nan,0,0.0840953000006266,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.023248299657677083
historical-online-psqt,historical,PS2-moons,moons,far,3,0.0023228419391125854,0.0377780502662913,0.04843899864915517,nan,nan,0,0.1028933999768924,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.020259496403021396,0.033713869550218926,nan,nan,nan,nan,0,0.023248299657677083
batch-mean-table,batch-mean,PS2-moons,moons,far,3,0.0024255554336067853,0.03766298260347156,0.0482390685104348,nan,nan,0,0.05614940001396462,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.02269652772120803,0.03371386955021892,nan,nan,nan,nan,0,0.023248299657677083
batch-median-table,batch-median,PS2-moons,moons,far,3,0.0014561057400506172,0.028405240090880357,0.03741664186148694,nan,nan,0,0.06455899999127723,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.020541003546045086,0.02096699817427634,nan,nan,nan,nan,0,0.023248299657677083
reservoir-R512,reservoir,PS2-moons,moons,far,3,0.002456118941403851,0.034984084502533895,0.04616527203199436,nan,nan,0,0.028063599980669096,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.022738571917543863,0.03545576565326932,nan,nan,nan,nan,0,0.023248299657677083
reservoir-R1024,reservoir,PS2-moons,moons,far,3,0.0018932720960571636,0.027523931652689498,0.037984903141364997,nan,nan,0,0.027440500009106472,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.02245506060985738,0.02390276050884964,nan,nan,nan,nan,0,0.023248299657677083
reservoir-R2048,reservoir,PS2-moons,moons,far,3,0.0016022509594519896,0.026959454561540537,0.03505304943629569,nan,nan,0,0.02774900000076741,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.021686992396144803,0.016827069621716904,nan,nan,nan,nan,0,0.023248299657677083
kll-style-k64,kll-style,PS2-moons,moons,far,3,0.001815091566499616,0.02777090528815614,0.03621624240330251,nan,nan,0,0.21610099999816157,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.02791927860452784,0.018541098501233352,nan,nan,nan,nan,0,0.023248299657677083
kll-style-k128,kll-style,PS2-moons,moons,far,3,0.001463431458182729,0.023384018751732138,0.030608155874135443,nan,nan,0,0.19010479998541996,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.02435327155775827,0.009795887745608118,nan,nan,nan,nan,0,0.023248299657677083
exact-pooled-ceiling,exact-pooled,PS2-moons,moons,far,3,0.0013929014405049678,0.022736517620643215,0.029252323812497254,nan,nan,0,0.027047300012782216,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.021571201493803472,0.0,nan,nan,nan,nan,0,0.023248299657677083
paper-tau1,paper,PS2-moons,moons,far,4,0.006583127435880964,0.05306905236043233,0.0784947025424718,nan,nan,0,0.09108660000492819,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.018471160670237484
historical-online-psqt,historical,PS2-moons,moons,far,4,0.0018969296449360407,0.03112555848776764,0.04016995511275503,nan,nan,0,0.1049504000111483,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.020431643943198793,0.032057396262520424,nan,nan,nan,nan,0,0.018471160670237484
batch-mean-table,batch-mean,PS2-moons,moons,far,4,0.0019955968974443294,0.032329981396467776,0.042042236723188874,nan,nan,0,0.05598409997764975,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.022434155281598107,0.03205739626252042,nan,nan,nan,nan,0,0.018471160670237484
batch-median-table,batch-median,PS2-moons,moons,far,4,0.0013177188670092654,0.02498936798662579,0.03223374918523826,nan,nan,0,0.06756240001413971,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.02089222619544347,0.019629698563800767,nan,nan,nan,nan,0,0.018471160670237484
reservoir-R512,reservoir,PS2-moons,moons,far,4,0.003764435463148086,0.03939647114657946,0.05575162306394008,nan,nan,0,0.0334588999976404,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.022327128415799088,0.04296795044396596,nan,nan,nan,nan,0,0.018471160670237484
reservoir-R1024,reservoir,PS2-moons,moons,far,4,0.003293654190625217,0.03677450322420894,0.04987030088620412,nan,nan,0,0.029515500005800277,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.024617945291549034,0.04264476758457616,nan,nan,nan,nan,0,0.018471160670237484
reservoir-R2048,reservoir,PS2-moons,moons,far,4,0.0016453009996437729,0.02498027835409517,0.03261003793351671,nan,nan,0,0.03155370001331903,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.02274819198475104,0.026909950950973573,nan,nan,nan,nan,0,0.018471160670237484
kll-style-k64,kll-style,PS2-moons,moons,far,4,0.0014587393791689607,0.02168339873544482,0.02855495409457435,nan,nan,0,0.2098243999935221,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.027664543523391715,0.01640346819384748,nan,nan,nan,nan,0,0.018471160670237484
kll-style-k128,kll-style,PS2-moons,moons,far,4,0.001294305078507474,0.02042138080220811,0.026341754991909664,nan,nan,0,0.191909500019392,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.024541647215663695,0.010717862250075897,nan,nan,nan,nan,0,0.018471160670237484
exact-pooled-ceiling,exact-pooled,PS2-moons,moons,far,4,0.0012244010684003825,0.019850547952576906,0.02571564420591673,nan,nan,0,0.02844069999991916,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.021279528557531253,0.0,nan,nan,nan,nan,0,0.018471160670237484
paper-tau1,paper,PS2-skew,skew,concentrated,0,0.00342927121890102,0.03325324155602143,0.058100366537929125,nan,nan,0,0.08055679997778498,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.011366241903808156
historical-online-psqt,historical,PS2-skew,skew,concentrated,0,0.001108339357322019,0.024914392506025687,0.052967962235554125,nan,nan,0,0.10742039998876862,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.02017553968835999,0.028502391668962117,nan,nan,nan,nan,0,0.011366241903808156
batch-mean-table,batch-mean,PS2-skew,skew,concentrated,0,0.0011235905337473318,0.0253126947226208,0.05316385872690268,nan,nan,0,0.05539130000397563,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.026911917650698853,0.028502391668962117,nan,nan,nan,nan,0,0.011366241903808156
batch-median-table,batch-median,PS2-skew,skew,concentrated,0,0.001260682511555089,0.02756340579163257,0.05962154263018996,nan,nan,0,0.07178359999670647,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.024452646545958075,0.03808727264299893,nan,nan,nan,nan,0,0.011366241903808156
reservoir-R512,reservoir,PS2-skew,skew,concentrated,0,0.0016656588419033946,0.023595846915082777,0.04036520409126369,nan,nan,0,0.02765539998654276,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.04390615594887904,0.03566694378972038,nan,nan,nan,nan,0,0.011366241903808156
reservoir-R1024,reservoir,PS2-skew,skew,concentrated,0,0.0012338307333275012,0.02301622892908032,0.04191291240014162,nan,nan,0,0.027733700000680983,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.03204545183149496,0.018211577499054186,nan,nan,nan,nan,0,0.011366241903808156
reservoir-R2048,reservoir,PS2-skew,skew,concentrated,0,0.0010871090469999345,0.020156216279562503,0.04082134207240006,nan,nan,0,0.030011900002136827,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.03213284495158293,0.01578640247164389,nan,nan,nan,nan,0,0.011366241903808156
kll-style-k64,kll-style,PS2-skew,skew,concentrated,0,0.0011790790969163911,0.019036559873522086,0.035021390573849745,nan,nan,0,0.20064019999699667,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.06621367032768272,0.05995767129310708,nan,nan,nan,nan,0,0.011366241903808156
kll-style-k128,kll-style,PS2-skew,skew,concentrated,0,0.0010539843591526044,0.019145802901638295,0.035026519733146674,nan,nan,0,0.19444179997663014,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.04576139154436441,0.028085262300245425,nan,nan,nan,nan,0,0.011366241903808156
exact-pooled-ceiling,exact-pooled,PS2-skew,skew,concentrated,0,0.0010292168458185813,0.01966150393879201,0.03731846555998104,nan,nan,0,0.02661259999149479,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.034506502623066634,0.0,nan,nan,nan,nan,0,0.011366241903808156
paper-tau1,paper,PS2-skew,skew,concentrated,1,0.003071544475133803,0.032899526556907935,0.06396093694871904,nan,nan,0,0.08143689998541959,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.013971551221768689
historical-online-psqt,historical,PS2-skew,skew,concentrated,1,0.0015263400028339147,0.03294001829881028,0.07692898500643595,nan,nan,0,0.10755660000722855,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.019646562088125052,0.029589503610130574,nan,nan,nan,nan,0,0.013971551221768689
batch-mean-table,batch-mean,PS2-skew,skew,concentrated,1,0.0015432613067501988,0.03301992417575203,0.076970854742836,nan,nan,0,0.05601689999457449,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.026041519077884094,0.029589503610130567,nan,nan,nan,nan,0,0.013971551221768689
batch-median-table,batch-median,PS2-skew,skew,concentrated,1,0.0018300944957863052,0.03644821609619855,0.08440009045223165,nan,nan,0,0.06710819998988882,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.024406037217246598,0.039971522208127275,nan,nan,nan,nan,0,0.013971551221768689
reservoir-R512,reservoir,PS2-skew,skew,concentrated,1,0.002432516525294637,0.03077391660614551,0.05880439224476391,nan,nan,0,0.02790469999308698,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.033403171712577194,0.036508488473491765,nan,nan,nan,nan,0,0.013971551221768689
reservoir-R1024,reservoir,PS2-skew,skew,concentrated,1,0.0022558145413166253,0.03286845855498977,0.06260031844777014,nan,nan,0,0.030676299997139722,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.03441244476990652,0.021298753790107497,nan,nan,nan,nan,0,0.013971551221768689
reservoir-R2048,reservoir,PS2-skew,skew,concentrated,1,0.0014757443228603506,0.0275289237057575,0.05701807310476653,nan,nan,0,0.031117800011998042,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.03593570252244535,0.013302806582869938,nan,nan,nan,nan,0,0.013971551221768689
kll-style-k64,kll-style,PS2-skew,skew,concentrated,1,0.0011053184365167334,0.021787366094383746,0.04355978296570339,nan,nan,0,0.1938217999995686,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.09180807600811364,0.08783927109284183,nan,nan,nan,nan,0,0.013971551221768689
kll-style-k128,kll-style,PS2-skew,skew,concentrated,1,0.0011825411573899158,0.024903522109035365,0.056558218056848686,nan,nan,0,0.18913769998471253,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.04398695052843065,0.02749064521743503,nan,nan,nan,nan,0,0.013971551221768689
exact-pooled-ceiling,exact-pooled,PS2-skew,skew,concentrated,1,0.0012171289013084285,0.025707597700895233,0.05858073557972264,nan,nan,0,0.026702000002842396,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.034462357930651034,0.0,nan,nan,nan,nan,0,0.013971551221768689
paper-tau1,paper,PS2-skew,skew,concentrated,2,0.005134914915756017,0.038725018316126396,0.05792794207270813,nan,nan,0,0.07710490000317805,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.008541579804002015
historical-online-psqt,historical,PS2-skew,skew,concentrated,2,0.0019007197805748222,0.031693685426013,0.0647797591623569,nan,nan,0,0.10653970000566915,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.019477107465057427,0.029679333354277783,nan,nan,nan,nan,0,0.008541579804002015
batch-mean-table,batch-mean,PS2-skew,skew,concentrated,2,0.001910061756936976,0.03204833423017007,0.06547671975886923,nan,nan,0,0.05586819999734871,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.026122171945441103,0.02967933335427778,nan,nan,nan,nan,0,0.008541579804002015
batch-median-table,batch-median,PS2-skew,skew,concentrated,2,0.0019746920370293797,0.0338430631962304,0.0713244442393089,nan,nan,0,0.06399750002310611,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.024516289291202517,0.0384538903448242,nan,nan,nan,nan,0,0.008541579804002015
reservoir-R512,reservoir,PS2-skew,skew,concentrated,2,0.002006432306437822,0.02461321420479215,0.041999552011621276,nan,nan,0,0.02713580001727678,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.03776868732793773,0.02134160281105712,nan,nan,nan,nan,0,0.008541579804002015
